Vernier Format 2
robotVelData.cmbl 11/14/2019 22:07:14 .
Data Set
X	Y1	W	Z2	Y2	Z1
x	y1	w	z2	y2	z1
					

 	 	25610	 	 	 
 	 	25620	 	 	 
 	 	25630	 	 	 
 	 	25640	 	 	 
 	 	25650	 	 	 
 	 	25660	 	 	 
 	 	25670	 	 	 
 	 	25680	 	 	 
 	 	25690	 	 	 
 	 	25700	 	 	 
 	 	25710	 	 	 
 	 	25720	 	 	 
 	 	25730	 	 	 
 	 	25740	 	 	 
 	 	25750	 	 	 
 	 	25760	 	 	 
 	 	25770	 	 	 
 	 	25780	 	 	 
 	 	25790	 	 	 
 	 	25800	 	 	 
 	 	25810	 	 	 
 	 	25820	 	 	 
 	 	25830	 	 	 
 	 	25840	 	 	 
 	 	25850	 	 	 
 	 	25860	 	 	 
 	 	25870	 	 	 
 	 	25880	 	 	 
 	 	25890	 	 	 
 	 	25900	 	 	 
 	 	25910	 	 	 
 	 	25920	 	 	 
 	 	25930	 	 	 
 	 	25940	 	 	 
 	 	25950	 	 	 
 	 	25960	 	 	 
 	 	25970	 	 	 
 	 	25980	 	 	 
 	 	25990	 	 	 
 	 	26000	 	 	 
 	 	26010	 	 	 
 	 	26020	 	 	 
 	 	26030	 	 	 
 	 	26040	 	 	 
 	 	26050	 	 	 
 	 	26060	 	 	 
 	 	26070	 	 	 
 	 	26080	 	 	 
 	 	26090	 	 	 
 	 	26100	 	 	 
 	 	26110	 	 	 
 	 	26120	 	 	 
 	 	26130	 	 	 
 	 	26140	 	 	 
 	 	26150	 	 	 
 	 	26160	 	 	 
 	 	26170	 	 	 
 	 	26180	 	 	 
 	 	26190	 	 	 
 	 	26200	 	 	 
 	 	26210	 	 	 
 	 	26220	 	 	 
 	 	26230	 	 	 
 	 	26240	 	 	 
 	 	26250	 	 	 
 	 	26260	 	 	 
 	 	26270	 	 	 
 	 	26280	 	 	 
 	 	26290	 	 	 
 	 	26300	 	 	 
 	 	26310	 	 	 
 	 	26320	 	 	 
 	 	26330	 	 	 
 	 	26340	 	 	 
 	 	26350	 	 	 
 	 	26360	 	 	 
 	 	26370	 	 	 
 	 	26380	 	 	 
 	 	26390	 	 	 
 	 	26400	 	 	 
 	 	26410	 	 	 
 	 	26420	 	 	 
 	 	26430	 	 	 
 	 	26440	 	 	 
 	 	26450	 	 	 
 	 	26460	 	 	 
 	 	26470	 	 	 
 	 	26480	 	 	 
 	 	26490	 	 	 
 	 	26500	 	 	 
 	 	26510	 	 	 
 	 	26520	 	 	 
 	 	26530	 	 	 
 	 	26540	 	 	 
 	 	26550	 	 	 
 	 	26560	 	 	 
 	 	26570	 	 	 
 	 	26580	 	 	 
 	 	26590	 	 	 
 	 	26600	 	 	 
 	 	26610	 	 	 
 	 	26620	 	 	 
 	 	26630	 	 	 
 	 	26640	 	 	 
 	 	26650	 	 	 
 	 	26660	 	 	 
 	 	26670	 	 	 
 	 	26680	 	 	 
 	 	26690	 	 	 
 	 	26700	 	 	 
 	 	26710	 	 	 
 	 	26720	 	 	 
 	 	26730	 	 	 
 	 	26740	 	 	 
 	 	26750	 	 	 
 	 	26760	 	 	 
 	 	26770	 	 	 
 	 	26780	 	 	 
 	 	26790	 	 	 
 	 	26800	 	 	 
 	 	26810	 	 	 
 	 	26820	 	 	 
 	 	26830	 	 	 
 	 	26840	 	 	 
 	 	26850	 	 	 
 	 	26860	 	 	 
 	 	26870	 	 	 
 	 	26880	 	 	 
 	 	26890	 	 	 
 	 	26900	 	 	 
 	 	26910	 	 	 
 	 	26920	 	 	 
 	 	26930	 	 	 
 	 	26940	 	 	 
 	 	26950	 	 	 
 	 	26960	 	 	 
 	 	26970	 	 	 
 	 	26980	 	 	 
 	 	26990	 	 	 
 	 	27000	 	 	 
 	 	27010	 	 	 
 	 	27020	 	 	 
 	 	27030	 	 	 
 	 	27040	 	 	 
 	 	27050	 	 	 
 	 	27060	 	 	 
 	 	27070	 	 	 
 	 	27080	 	 	 
 	 	27090	 	 	 
 	 	27100	 	 	 
 	 	27110	 	 	 
 	 	27120	 	 	 
 	 	27130	 	 	 
 	 	27140	 	 	 
 	 	27150	 	 	 
 	 	27160	 	 	 
 	 	27170	 	 	 
 	 	27180	 	 	 
 	 	27190	 	 	 
 	 	27200	 	 	 
 	 	27210	 	 	 
 	 	27220	 	 	 
 	 	27230	 	 	 
 	 	27240	 	 	 
 	 	27250	 	 	 
 	 	27260	 	 	 
 	 	27270	 	 	 
 	 	27280	 	 	 
 	 	27290	 	 	 
 	 	27300	 	 	 
 	 	27310	 	 	 
 	 	27320	 	 	 
 	 	27330	 	 	 
 	 	27340	 	 	 
 	 	27350	 	 	 
 	 	27360	 	 	 
 	 	27370	 	 	 
 	 	27380	 	 	 
 	 	27390	 	 	 
 	 	27400	 	 	 
 	 	27410	 	 	 
 	 	27420	 	 	 
 	 	27430	 	 	 
 	 	27440	 	 	 
 	 	27450	 	 	 
 	 	27460	 	 	 
 	 	27470	 	 	 
 	 	27480	 	 	 
 	 	27490	 	 	 
 	 	27500	 	 	 
 	 	27510	 	 	 
 	 	27520	 	 	 
 	 	27530	 	 	 
 	 	27540	 	 	 
 	 	27550	 	 	 
 	 	27560	 	 	 
 	 	27570	 	 	 
 	 	27580	 	 	 
 	 	27590	 	 	 
 	 	27600	 	 	 
 	 	27610	 	 	 
 	 	27620	 	 	 
 	 	27630	 	 	 
 	 	27640	 	 	 
 	 	27650	 	 	 
 	 	27660	 	 	 
 	 	27670	 	 	 
 	 	27680	 	 	 
 	 	27690	 	 	 
 	 	27700	 	 	 
 	 	27710	 	 	 
 	 	27720	 	 	 
 	 	27730	 	 	 
 	 	27740	 	 	 
 	 	27750	 	 	 
 	 	27760	 	 	 
 	 	27770	 	 	 
 	 	27780	 	 	 
 	 	27790	 	 	 
 	 	27800	 	 	 
 	 	27810	 	 	 
 	 	27820	 	 	 
 	 	27830	 	 	 
 	 	27840	 	 	 
 	 	27850	 	 	 
 	 	27860	 	 	 
 	 	27870	 	 	 
 	 	27880	 	 	 
 	 	27890	 	 	 
 	 	27900	 	 	 
 	 	27910	 	 	 
 	 	27920	 	 	 
 	 	27930	 	 	 
 	 	27940	 	 	 
 	 	27950	 	 	 
 	 	27960	 	 	 
 	 	27970	 	 	 
 	 	27980	 	 	 
 	 	27990	 	 	 
 	 	28000	 	 	 
 	 	28010	 	 	 
 	 	28020	 	 	 
 	 	28030	 	 	 
 	 	28040	 	 	 
 	 	28050	 	 	 
 	 	28060	 	 	 
 	 	28070	 	 	 
 	 	28080	 	 	 
 	 	28090	 	 	 
 	 	28100	 	 	 
 	 	28110	 	 	 
 	 	28120	 	 	 
 	 	28130	 	 	 
 	 	28140	 	 	 
 	 	28150	 	 	 
 	 	28160	 	 	 
 	 	28170	 	 	 
 	 	28180	 	 	 
 	 	28190	 	 	 
 	 	28200	 	 	 
 	 	28210	 	 	 
 	 	28220	 	 	 
 	 	28230	 	 	 
 	 	28240	 	 	 
 	 	28250	 	 	 
 	 	28260	 	 	 
 	 	28270	 	 	 
 	 	28280	 	 	 
 	 	28290	 	 	 
 	 	28300	 	 	 
 	 	28310	 	 	 
 	 	28320	 	 	 
 	 	28330	 	 	 
 	 	28340	 	 	 
 	 	28350	 	 	 
 	 	28360	 	 	 
 	 	28370	 	 	 
 	 	28380	 	 	 
 	 	28390	 	 	 
 	 	28400	 	 	 
 	 	28410	 	 	 
 	 	28420	 	 	 
 	 	28430	 	 	 
 	 	28440	 	 	 
 	 	28450	 	 	 
 	 	28460	 	 	 
 	 	28470	 	 	 
 	 	28480	 	 	 
 	 	28490	 	 	 
 	 	28500	 	 	 
 	 	28510	 	 	 
 	 	28520	 	 	 
 	 	28530	 	 	 
 	 	28540	 	 	 
 	 	28550	 	 	 
 	 	28560	 	 	 
 	 	28570	 	 	 
 	 	28580	 	 	 
 	 	28590	 	 	 
 	 	28600	 	 	 
 	 	28610	 	 	 
 	 	28620	 	 	 
 	 	28630	 	 	 
 	 	28640	 	 	 
 	 	28650	 	 	 
 	 	28660	 	 	 
 	 	28670	 	 	 
 	 	28680	 	 	 
 	 	28690	 	 	 
 	 	28700	 	 	 
 	 	28710	 	 	 
 	 	28720	 	 	 
 	 	28730	 	 	 
 	 	28740	 	 	 
 	 	28750	 	 	 
 	 	28760	 	 	 
 	 	28770	 	 	 
 	 	28780	 	 	 
 	 	28790	 	 	 
 	 	28800	 	 	 
 	 	28810	 	 	 
 	 	28820	 	 	 
 	 	28830	 	 	 
 	 	28840	 	 	 
 	 	28850	 	 	 
 	 	28860	 	 	 
 	 	28870	 	 	 
 	 	28880	 	 	 
 	 	28890	 	 	 
 	 	28900	 	 	 
 	 	28910	 	 	 
 	 	28920	 	 	 
 	 	28930	 	 	 
 	 	28940	 	 	 
 	 	28950	 	 	 
 	 	28960	 	 	 
 	 	28970	 	 	 
 	 	28980	 	 	 
 	 	28990	 	 	 
 	 	29000	 	 	 
 	 	29010	 	 	 
 	 	29020	 	 	 
 	 	29030	 	 	 
 	 	29040	 	 	 
 	 	29050	 	 	 
 	 	29060	 	 	 
 	 	29070	 	 	 
 	 	29080	 	 	 
 	 	29090	 	 	 
 	 	29100	 	 	 
 	 	29110	 	 	 
 	 	29120	 	 	 
 	 	29130	 	 	 
 	 	29140	 	 	 
 	 	29150	 	 	 
 	 	29160	 	 	 
 	 	29170	 	 	 
 	 	29180	 	 	 
 	 	29190	 	 	 
 	 	29200	 	 	 
 	 	29210	 	 	 
 	 	29220	 	 	 
 	 	29230	 	 	 
 	 	29240	 	 	 
 	 	29250	 	 	 
 	 	29260	 	 	 
 	 	29270	 	 	 
 	 	29280	 	 	 
 	 	29290	 	 	 
 	 	29300	 	 	 
 	 	29310	 	 	 
 	 	29320	 	 	 
 	 	29330	 	 	 
 	 	29340	 	 	 
 	 	29350	 	 	 
 	 	29360	 	 	 
 	 	29370	 	 	 
 	 	29380	 	 	 
 	 	29390	 	 	 
 	 	29400	 	 	 
 	 	29410	 	 	 
 	 	29420	 	 	 
 	 	29430	 	 	 
 	 	29440	 	 	 
 	 	29450	 	 	 
 	 	29460	 	 	 
 	 	29470	 	 	 
 	 	29480	 	 	 
 	 	29490	 	 	 
 	 	29500	 	 	 
 	 	29510	 	 	 
 	 	29520	 	 	 
 	 	29530	 	 	 
 	 	29540	 	 	 
 	 	29550	 	 	 
 	 	29560	 	 	 
 	 	29570	 	 	 
 	 	29580	 	 	 
 	 	29590	 	 	 
 	 	29600	 	 	 
 	 	29610	 	 	 
 	 	29620	 	 	 
 	 	29630	 	 	 
 	 	29640	 	 	 
 	 	29650	 	 	 
 	 	29660	 	 	 
 	 	29670	 	 	 
 	 	29680	 	 	 
 	 	29690	 	 	 
 	 	29700	 	 	 
 	 	29710	 	 	 
 	 	29720	 	 	 
 	 	29730	 	 	 
 	 	29740	 	 	 
 	 	29750	 	 	 
 	 	29760	 	 	 
 	 	29770	 	 	 
 	 	29780	 	 	 
 	 	29790	 	 	 
 	 	29800	 	 	 
 	 	29810	 	 	 
 	 	29820	 	 	 
 	 	29830	 	 	 
 	 	29840	 	 	 
 	 	29850	 	 	 
 	 	29860	 	 	 
 	 	29870	 	 	 
 	 	29880	 	 	 
 	 	29890	 	 	 
 	 	29900	 	 	 
 	 	29910	 	 	 
 	 	29920	 	 	 
 	 	29930	 	 	 
 	 	29940	 	 	 
 	 	29950	 	 	 
 	 	29960	 	 	 
 	 	29970	 	 	 
 	 	29980	 	 	 
 	 	29990	 	 	 
 	 	30000	 	 	 
 	 	30010	 	 	 
 	 	30020	 	 	 
 	 	30030	 	 	 
 	 	30040	 	 	 
 	 	30050	 	 	 
 	 	30060	 	 	 
 	 	30070	 	 	 
 	 	30080	 	 	 
 	 	30090	 	 	 
 	 	30100	 	 	 
 	 	30110	 	 	 
 	 	30120	 	 	 
 	 	30130	 	 	 
 	 	30140	 	 	 
 	 	30150	 	 	 
 	 	30160	 	 	 
 	 	30170	 	 	 
 	 	30180	 	 	 
 	 	30190	 	 	 
 	 	30200	 	 	 
 	 	30210	 	 	 
 	 	30220	 	 	 
 	 	30230	 	 	 
 	 	30240	 	 	 
 	 	30250	 	 	 
 	 	30260	 	 	 
 	 	30270	 	 	 
 	 	30280	 	 	 
 	 	30290	 	 	 
 	 	30300	 	 	 
 	 	30310	 	 	 
 	 	30320	 	 	 
 	 	30330	 	 	 
 	 	30340	 	 	 
 	 	30350	 	 	 
 	 	30360	 	 	 
 	 	30370	 	 	 
 	 	30380	 	 	 
 	 	30390	 	 	 
 	 	30400	 	 	 
 	 	30410	 	 	 
 	 	30420	 	 	 
 	 	30430	 	 	 
 	 	30440	 	 	 
 	 	30450	 	 	 
 	 	30460	 	 	 
 	 	30470	 	 	 
 	 	30480	 	 	 
 	 	30490	 	 	 
 	 	30500	 	 	 
 	 	30510	 	 	 
 	 	30520	 	 	 
 	 	30530	 	 	 
 	 	30540	 	 	 
 	 	30550	 	 	 
 	 	30560	 	 	 
 	 	30570	 	 	 
 	 	30580	 	 	 
 	 	30590	 	 	 
 	 	30600	 	 	 
 	 	30610	 	 	 
 	 	30620	 	 	 
 	 	30630	 	 	 
 	 	30640	 	 	 
 	 	30650	 	 	 
 	 	30660	 	 	 
 	 	30670	 	 	 
 	 	30680	 	 	 
 	 	30690	 	 	 
 	 	30700	 	 	 
 	 	30710	 	 	 
 	 	30720	 	 	 
 	 	30730	 	 	 
 	 	30740	 	 	 
 	 	30750	 	 	 
 	 	30760	 	 	 
 	 	30770	 	 	 
 	 	30780	 	 	 
 	 	30790	 	 	 
 	 	30800	 	 	 
 	 	30810	 	 	 
 	 	30820	 	 	 
 	 	30830	 	 	 
 	 	30840	 	 	 
 	 	30850	 	 	 
 	 	30860	 	 	 
 	 	30870	 	 	 
 	 	30880	 	 	 
 	 	30890	 	 	 
 	 	30900	 	 	 
 	 	30910	 	 	 
 	 	30920	 	 	 
 	 	30930	 	 	 
 	 	30940	 	 	 
 	 	30950	 	 	 
 	 	30960	 	 	 
 	 	30970	 	 	 
 	 	30980	 	 	 
 	 	30990	 	 	 
 	 	31000	 	 	 
 	 	31010	 	 	 
 	 	31020	 	 	 
 	 	31030	 	 	 
 	 	31040	 	 	 
 	 	31050	 	 	 
 	 	31060	 	 	 
 	 	31070	 	 	 
 	 	31080	 	 	 
 	 	31090	 	 	 
 	 	31100	 	 	 
 	 	31110	 	 	 
 	 	31120	 	 	 
 	 	31130	 	 	 
 	 	31140	 	 	 
 	 	31150	 	 	 
 	 	31160	 	 	 
 	 	31170	 	 	 
 	 	31180	 	 	 
 	 	31190	 	 	 
 	 	31200	 	 	 
 	 	31210	 	 	 
 	 	31220	 	 	 
 	 	31230	 	 	 
 	 	31240	 	 	 
 	 	31250	 	 	 
 	 	31260	 	 	 
 	 	31270	 	 	 
 	 	31280	 	 	 
 	 	31290	 	 	 
 	 	31300	 	 	 
 	 	31310	 	 	 
 	 	31320	 	 	 
 	 	31330	 	 	 
 	 	31340	 	 	 
 	 	31350	 	 	 
 	 	31360	 	 	 
 	 	31370	 	 	 
 	 	31380	 	 	 
 	 	31390	 	 	 
 	 	31400	 	 	 
 	 	31410	 	 	 
 	 	31420	 	 	 
 	 	31430	 	 	 
 	 	31440	 	 	 
 	 	31450	 	 	 
 	 	31460	 	 	 
 	 	31470	 	 	 
 	 	31480	 	 	 
 	 	31490	 	 	 
 	 	31500	 	 	 
 	 	31510	 	 	 
 	 	31520	 	 	 
 	 	31530	 	 	 
 	 	31540	 	 	 
 	 	31550	 	 	 
 	 	31560	 	 	 
 	 	31570	 	 	 
 	 	31580	 	 	 
 	 	31590	 	 	 
 	 	31600	 	 	 
 	 	31610	 	 	 
 	 	31620	 	 	 
 	 	31630	 	 	 
 	 	31640	 	 	 
 	 	31650	 	 	 
 	 	31660	 	 	 
 	 	31670	 	 	 
 	 	31680	 	 	 
 	 	31690	 	 	 
 	 	31700	 	 	 
 	 	31710	 	 	 
 	 	31720	 	 	 
 	 	31730	 	 	 
 	 	31740	 	 	 
 	 	31750	 	 	 
 	 	31760	 	 	 
 	 	31770	 	 	 
 	 	31780	 	 	 
 	 	31790	 	 	 
 	 	31800	 	 	 
 	 	31810	 	 	 
 	 	31820	 	 	 
 	 	31830	 	 	 
 	 	31840	 	 	 
 	 	31850	 	 	 
 	 	31860	 	 	 
 	 	31870	 	 	 
 	 	31880	 	 	 
 	 	31890	 	 	 
 	 	31900	 	 	 
 	 	31910	 	 	 
 	 	31920	 	 	 
 	 	31930	 	 	 
 	 	31940	 	 	 
 	 	31950	 	 	 
 	 	31960	 	 	 
 	 	31970	 	 	 
 	 	31980	 	 	 
 	 	31990	 	 	 
 	 	32000	 	 	 
 	 	32010	 	 	 
 	 	32020	 	 	 
 	 	32030	 	 	 
 	 	32040	 	 	 
 	 	32050	 	 	 
 	 	32060	 	 	 
 	 	32070	 	 	 
 	 	32080	 	 	 
 	 	32090	 	 	 
 	 	32100	 	 	 
 	 	32110	 	 	 
 	 	32120	 	 	 
 	 	32130	 	 	 
 	 	32140	 	 	 
 	 	32150	 	 	 
 	 	32160	 	 	 
 	 	32170	 	 	 
 	 	32180	 	 	 
 	 	32190	 	 	 
 	 	32200	 	 	 
 	 	32210	 	 	 
 	 	32220	 	 	 
 	 	32230	 	 	 
 	 	32240	 	 	 
 	 	32250	 	 	 
 	 	32260	 	 	 
 	 	32270	 	 	 
 	 	32280	 	 	 
 	 	32290	 	 	 
 	 	32300	 	 	 
 	 	32310	 	 	 
 	 	32320	 	 	 
 	 	32330	 	 	 
 	 	32340	 	 	 
 	 	32350	 	 	 
 	 	32360	 	 	 
 	 	32370	 	 	 
 	 	32380	 	 	 
 	 	32390	 	 	 
 	 	32400	 	 	 
 	 	32410	 	 	 
 	 	32420	 	 	 
 	 	32430	 	 	 
 	 	32440	 	 	 
 	 	32450	 	 	 
 	 	32460	 	 	 
 	 	32470	 	 	 
 	 	32480	 	 	 
 	 	32490	 	 	 
 	 	32500	 	 	 
 	 	32510	 	 	 
 	 	32520	 	 	 
 	 	32530	 	 	 
 	 	32540	 	 	 
 	 	32550	 	 	 
 	 	32560	 	 	 
 	 	32570	 	 	 
 	 	32580	 	 	 
 	 	32590	 	 	 
 	 	32600	 	 	 
 	 	32610	 	 	 
 	 	32620	 	 	 
 	 	32630	 	 	 
 	 	32640	 	 	 
 	 	32650	 	 	 
 	 	32660	 	 	 
 	 	32670	 	 	 
 	 	32680	 	 	 
 	 	32690	 	 	 
 	 	32700	 	 	 
 	 	32710	 	 	 
 	 	32720	 	 	 
 	 	32730	 	 	 
 	 	32740	 	 	 
 	 	32750	 	 	 
 	 	32760	 	 	 
 	 	32770	 	 	 
 	 	32780	 	 	 
 	 	32790	 	 	 
 	 	32800	 	 	 
 	 	32810	 	 	 
 	 	32820	 	 	 
 	 	32830	 	 	 
 	 	32840	 	 	 
 	 	32850	 	 	 
 	 	32860	 	 	 
 	 	32870	 	 	 
 	 	32880	 	 	 
 	 	32890	 	 	 
 	 	32900	 	 	 
 	 	32910	 	 	 
 	 	32920	 	 	 
 	 	32930	 	 	 
 	 	32940	 	 	 
 	 	32950	 	 	 
 	 	32960	 	 	 
 	 	32970	 	 	 
 	 	32980	 	 	 
 	 	32990	 	 	 
 	 	33000	 	 	 
 	 	33010	 	 	 
 	 	33020	 	 	 
 	 	33030	 	 	 
 	 	33040	 	 	 
 	 	33050	 	 	 
 	 	33060	 	 	 
 	 	33070	 	 	 
 	 	33080	 	 	 
 	 	33090	 	 	 
 	 	33100	 	 	 
 	 	33110	 	 	 
 	 	33120	 	 	 
 	 	33130	 	 	 
 	 	33140	 	 	 
 	 	33150	 	 	 
 	 	33160	 	 	 
 	 	33170	 	 	 
 	 	33180	 	 	 
 	 	33190	 	 	 
 	 	33200	 	 	 
 	 	33210	 	 	 
 	 	33220	 	 	 
 	 	33230	 	 	 
 	 	33240	 	 	 
 	 	33250	 	 	 
 	 	33260	 	 	 
 	 	33270	 	 	 
 	 	33280	 	 	 
 	 	33290	 	 	 
 	 	33300	 	 	 
 	 	33310	 	 	 
 	 	33320	 	 	 
 	 	33330	 	 	 
 	 	33340	 	 	 
 	 	33350	 	 	 
 	 	33360	 	 	 
 	 	33370	 	 	 
 	 	33380	 	 	 
 	 	33390	 	 	 
 	 	33400	 	 	 
 	 	33410	 	 	 
 	 	33420	 	 	 
 	 	33430	 	 	 
 	 	33440	 	 	 
 	 	33450	 	 	 
 	 	33460	 	 	 
 	 	33470	 	 	 
 	 	33480	 	 	 
 	 	33490	 	 	 
 	 	33500	 	 	 
 	 	33510	 	 	 
 	 	33520	 	 	 
 	 	33530	 	 	 
 	 	33540	 	 	 
 	 	33550	 	 	 
 	 	33560	 	 	 
 	 	33570	 	 	 
 	 	33580	 	 	 
 	 	33590	 	 	 
 	 	33600	 	 	 
 	 	33610	 	 	 
 	 	33620	 	 	 
 	 	33630	 	 	 
 	 	33640	 	 	 
 	 	33650	 	 	 
 	 	33660	 	 	 
 	 	33670	 	 	 
 	 	33680	 	 	 
 	 	33690	 	 	 
 	 	33700	 	 	 
 	 	33710	 	 	 
 	 	33720	 	 	 
 	 	33730	 	 	 
 	 	33740	 	 	 
 	 	33750	 	 	 
 	 	33760	 	 	 
 	 	33770	 	 	 
 	 	33780	 	 	 
 	 	33790	 	 	 
 	 	33800	 	 	 
 	 	33810	 	 	 
 	 	33820	 	 	 
 	 	33830	 	 	 
 	 	33840	 	 	 
 	 	33850	 	 	 
 	 	33860	 	 	 
 	 	33870	 	 	 
 	 	33880	 	 	 
 	 	33890	 	 	 
 	 	33900	 	 	 
 	 	33910	 	 	 
 	 	33920	 	 	 
 	 	33930	 	 	 
 	 	33940	 	 	 
 	 	33950	 	 	 
 	 	33960	 	 	 
 	 	33970	 	 	 
 	 	33980	 	 	 
 	 	33990	 	 	 
 	 	34000	 	 	 
 	 	34010	 	 	 
 	 	34020	 	 	 
 	 	34030	 	 	 
 	 	34040	 	 	 
 	 	34050	 	 	 
 	 	34060	 	 	 
 	 	34070	 	 	 
 	 	34080	 	 	 
 	 	34090	 	 	 
 	 	34100	 	 	 
 	 	34110	 	 	 
 	 	34120	 	 	 
 	 	34130	 	 	 
 	 	34140	 	 	 
 	 	34150	 	 	 
 	 	34160	 	 	 
 	 	34170	 	 	 
 	 	34180	 	 	 
 	 	34190	 	 	 
 	 	34200	 	 	 
 	 	34210	 	 	 
 	 	34220	 	 	 
 	 	34230	 	 	 
 	 	34240	 	 	 
 	 	34250	 	 	 
 	 	34260	 	 	 
 	 	34270	 	 	 
 	 	34280	 	 	 
 	 	34290	 	 	 
 	 	34300	 	 	 
 	 	34310	 	 	 
 	 	34320	 	 	 
 	 	34330	 	 	 
 	 	34340	 	 	 
 	 	34350	 	 	 
 	 	34360	 	 	 
 	 	34370	 	 	 
 	 	34380	 	 	 
 	 	34390	 	 	 
 	 	34400	 	 	 
 	 	34410	 	 	 
 	 	34420	 	 	 
 	 	34430	 	 	 
 	 	34440	 	 	 
 	 	34450	 	 	 
 	 	34460	 	 	 
 	 	34470	 	 	 
 	 	34480	 	 	 
 	 	34490	 	 	 
 	 	34500	 	 	 
 	 	34510	 	 	 
 	 	34520	 	 	 
 	 	34530	 	 	 
 	 	34540	 	 	 
 	 	34550	 	 	 
 	 	34560	 	 	 
 	 	34570	 	 	 
 	 	34580	 	 	 
 	 	34590	 	 	 
 	 	34600	 	 	 
 	 	34610	 	 	 
 	 	34620	 	 	 
 	 	34630	 	 	 
 	 	34640	 	 	 
 	 	34650	 	 	 
 	 	34660	 	 	 
 	 	34670	 	 	 
 	 	34680	 	 	 
 	 	34690	 	 	 
 	 	34700	 	 	 
 	 	34710	 	 	 
 	 	34720	 	 	 
 	 	34730	 	 	 
 	 	34740	 	 	 
 	 	34750	 	 	 
 	 	34760	 	 	 
 	 	34770	 	 	 
 	 	34780	 	 	 
 	 	34790	 	 	 
 	 	34800	 	 	 
 	 	34810	 	 	 
 	 	34820	 	 	 
 	 	34830	 	 	 
 	 	34840	 	 	 
 	 	34850	 	 	 
 	 	34860	 	 	 
 	 	34870	 	 	 
 	 	34880	 	 	 
 	 	34890	 	 	 
 	 	34900	 	 	 
 	 	34910	 	 	 
 	 	34920	 	 	 
 	 	34930	 	 	 
 	 	34940	 	 	 
 	 	34950	 	 	 
 	 	34960	 	 	 
 	 	34970	 	 	 
 	 	34980	 	 	 
 	 	34990	 	 	 
 	 	35000	 	 	 
 	 	35010	 	 	 
 	 	35020	 	 	 
 	 	35030	 	 	 
 	 	35040	 	 	 
 	 	35050	 	 	 
 	 	35060	 	 	 
 	 	35070	 	 	 
 	 	35080	 	 	 
 	 	35090	 	 	 
 	 	35100	 	 	 
 	 	35110	 	 	 
 	 	35120	 	 	 
 	 	35130	 	 	 
 	 	35140	 	 	 
 	 	35150	 	 	 
 	 	35160	 	 	 
 	 	35170	 	 	 
 	 	35180	 	 	 
 	 	35190	 	 	 
 	 	35200	 	 	 
 	 	35210	 	 	 
 	 	35220	 	 	 
 	 	35230	 	 	 
 	 	35240	 	 	 
 	 	35250	 	 	 
 	 	35260	 	 	 
 	 	35270	 	 	 
 	 	35280	 	 	 
 	 	35290	 	 	 
 	 	35300	 	 	 
 	 	35310	 	 	 
 	 	35320	 	 	 
 	 	35330	 	 	 
 	 	35340	 	 	 
 	 	35350	 	 	 
 	 	35360	 	 	 
 	 	35370	 	 	 
 	 	35380	 	 	 
 	 	35390	 	 	 
 	 	35400	 	 	 
 	 	35410	 	 	 
 	 	35420	 	 	 
 	 	35430	 	 	 
 	 	35440	 	 	 
 	 	35450	 	 	 
 	 	35460	 	 	 
 	 	35470	 	 	 
 	 	35480	 	 	 
 	 	35490	 	 	 
 	 	35500	 	 	 
 	 	35510	 	 	 
 	 	35520	 	 	 
 	 	35530	 	 	 
 	 	35540	 	 	 
 	 	35550	 	 	 
 	 	35560	 	 	 
 	 	35570	 	 	 
 	 	35580	 	 	 
 	 	35590	 	 	 
 	 	35600	 	 	 
 	 	35610	 	 	 
 	 	35620	 	 	 
 	 	35630	 	 	 
 	 	35640	 	 	 
 	 	35650	 	 	 
 	 	35660	 	 	 
 	 	35670	 	 	 
 	 	35680	 	 	 
 	 	35690	 	 	 
 	 	35700	 	 	 
 	 	35710	 	 	 
 	 	35720	 	 	 
 	 	35730	 	 	 
 	 	35740	 	 	 
 	 	35750	 	 	 
 	 	35760	 	 	 
 	 	35770	 	 	 
 	 	35780	 	 	 
 	 	35790	 	 	 
 	 	35800	 	 	 
 	 	35810	 	 	 
 	 	35820	 	 	 
 	 	35830	 	 	 
 	 	35840	 	 	 
 	 	35850	 	 	 
 	 	35860	 	 	 
 	 	35870	 	 	 
 	 	35880	 	 	 
 	 	35890	 	 	 
 	 	35900	 	 	 
 	 	35910	 	 	 
 	 	35920	 	 	 
 	 	35930	 	 	 
 	 	35940	 	 	 
 	 	35950	 	 	 
 	 	35960	 	 	 
 	 	35970	 	 	 
 	 	35980	 	 	 
 	 	35990	 	 	 
 	 	36000	 	 	 
 	 	36010	 	 	 
 	 	36020	 	 	 
 	 	36030	 	 	 
 	 	36040	 	 	 
 	 	36050	 	 	 
 	 	36060	 	 	 
 	 	36070	 	 	 
 	 	36080	 	 	 
 	 	36090	 	 	 
 	 	36100	 	 	 
 	 	36110	 	 	 
 	 	36120	 	 	 
 	 	36130	 	 	 
 	 	36140	 	 	 
 	 	36150	 	 	 
 	 	36160	 	 	 
 	 	36170	 	 	 
 	 	36180	 	 	 
 	 	36190	 	 	 
 	 	36200	 	 	 
 	 	36210	 	 	 
 	 	36220	 	 	 
 	 	36230	 	 	 
 	 	36240	 	 	 
 	 	36250	 	 	 
 	 	36260	 	 	 
 	 	36270	 	 	 
 	 	36280	 	 	 
 	 	36290	 	 	 
 	 	36300	 	 	 
